population_id,date,year,decimal,abundance,biomass,units,temperature,source,genus_species,max_ctmax,thermal_risk,log_abundance,change_in_log_N,time,total_days_within3,change_in_thermal_risk_time
Acipenser brevirostrum_41.868056_-73.946667_18287,1995.001,1995,001,0.03,NA,Average catch per trawl haul,2.6837097167969,LPI,Acipenser brevirostrum,27.6,0.08277501384234165,-3.506557897319982,-0.28768207245178123,1,28,3
Acipenser brevirostrum_41.868056_-73.946667_18287,1996.001,1996,001,0.041,NA,Average catch per trawl haul,2.54155883789065,LPI,Acipenser brevirostrum,27.6,0.08160668337905637,-3.1941832122778293,0.3123746850421525,1,1,-27
Alosa pseudoharengus_44.03_-69.31_822,1958.001,1958,001,228.3,NA,SSB (Thousands of lbs),3.4830261230469,LPI,Alosa pseudoharengus,23.5,0.13510576164077853,5.43066055353575,NA,NA,0,NA
Alosa pseudoharengus_44.03_-69.31_822,1959.001,1959,001,147.8,NA,SSB (Thousands of lbs),5.27947387695315,LPI,Alosa pseudoharengus,23.5,0.16169351597526826,4.995860008514102,-0.43480054502164833,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1960.001,1960,001,151.4,NA,SSB (Thousands of lbs),5.34163818359377,LPI,Alosa pseudoharengus,23.5,0.16270180323305078,5.019925341003349,0.024065332489247027,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1961.001,1961,001,189.8,NA,SSB (Thousands of lbs),5.3270202636719,LPI,Alosa pseudoharengus,23.5,0.16246414078881977,5.245970886175828,0.22604554517247877,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1962.001,1962,001,118.7,NA,SSB (Thousands of lbs),5.2856384277344,LPI,Alosa pseudoharengus,23.5,0.1617932234937366,4.776599301615622,-0.46937158456020533,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1963.001,1963,001,65,NA,SSB (Thousands of lbs),5.30718383789065,LPI,Alosa pseudoharengus,23.5,0.16214218942551759,4.174387269895637,-0.6022120317199855,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1964.001,1964,001,78.6,NA,SSB (Thousands of lbs),5.33974609375002,LPI,Alosa pseudoharengus,23.5,0.16267102150228693,4.364371699435161,0.18998442953952388,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1965.001,1965,001,128.3,NA,SSB (Thousands of lbs),5.20150146484377,LPI,Alosa pseudoharengus,23.5,0.16043765511669011,4.8543712716215905,0.48999957218642987,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1966.001,1966,001,67.3,NA,SSB (Thousands of lbs),3.94002685546877,LPI,Alosa pseudoharengus,23.5,0.1414233627746503,4.209160236650682,-0.6452110349709086,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1967.001,1967,001,68.9,NA,SSB (Thousands of lbs),5.1710144042969,LPI,Alosa pseudoharengus,23.5,0.15994927271161066,4.232656178019613,0.02349594136893085,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1968.001,1968,001,92.5,NA,SSB (Thousands of lbs),5.23308715820315,LPI,Alosa pseudoharengus,23.5,0.16094520972571302,4.52720864451838,0.2945524664987671,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1969.001,1969,001,76.1,NA,SSB (Thousands of lbs),5.24285278320315,LPI,Alosa pseudoharengus,23.5,0.1611024595517303,4.33204826486764,-0.19516037965073973,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1970.001,1970,001,63,NA,SSB (Thousands of lbs),5.31426391601565,LPI,Alosa pseudoharengus,23.5,0.16225702801087735,4.143134726391533,-0.1889135384761076,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1971.001,1971,001,50.6,NA,SSB (Thousands of lbs),5.28652343750002,LPI,Alosa pseudoharengus,23.5,0.16180754298565206,3.92395157629342,-0.21918315009811273,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1972.001,1972,001,72.5,NA,SSB (Thousands of lbs),5.22402343750002,LPI,Alosa pseudoharengus,23.5,0.16079939957187447,4.283586561860629,0.35963498556720896,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1973.001,1973,001,78.2,NA,SSB (Thousands of lbs),4.19854125976565,LPI,Alosa pseudoharengus,23.5,0.1451270266761625,4.359269647551265,0.07568308569063653,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1974.001,1974,001,66.4,NA,SSB (Thousands of lbs),5.3172546386719,LPI,Alosa pseudoharengus,23.5,0.1623055618450583,4.1956970564823886,-0.16357259106887678,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1975.001,1975,001,19.7,NA,SSB (Thousands of lbs),5.3295837402344,LPI,Alosa pseudoharengus,23.5,0.1625057934290859,2.9806186357439426,-1.215078420738446,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1976.001,1976,001,41,NA,SSB (Thousands of lbs),5.26278076171877,LPI,Alosa pseudoharengus,23.5,0.16142382428813298,3.713572066704308,0.7329534309603654,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1977.001,1977,001,15.3,NA,SSB (Thousands of lbs),5.28737792968752,LPI,Alosa pseudoharengus,23.5,0.16182136990452933,2.72785282839839,-0.9857192383059181,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1978.001,1978,001,30.9,NA,SSB (Thousands of lbs),5.35695800781252,LPI,Alosa pseudoharengus,23.5,0.16295125056128512,3.4307561839036995,0.7029033555053097,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1979.001,1979,001,12.6,NA,SSB (Thousands of lbs),4.40773925781252,LPI,Alosa pseudoharengus,23.5,0.14819503418298585,2.533696813957432,-0.8970593699462674,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1980.001,1980,001,24.5,NA,SSB (Thousands of lbs),5.3257995605469,LPI,Alosa pseudoharengus,23.5,0.16244430995078654,3.1986731175506815,0.6649763035932494,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1981.001,1981,001,55.4,NA,SSB (Thousands of lbs),5.19194946289065,LPI,Alosa pseudoharengus,23.5,0.16028447820614136,4.014579593753238,0.8159064762025565,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1982.001,1982,001,34.1,NA,SSB (Thousands of lbs),5.24642333984377,LPI,Alosa pseudoharengus,23.5,0.16115999236800527,3.529297384289471,-0.485282209463767,1,0,0
Alosa pseudoharengus_44.03_-69.31_822,1983.001,1983,001,11.4,NA,SSB (Thousands of lbs),5.06426391601565,LPI,Alosa pseudoharengus,23.5,0.15825088771526752,2.4336133554004498,-1.0956840288890213,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1968.001,1968,001,21,NA,SSB (Thousands),3.60552368164065,LPI,Alosa pseudoharengus,23.5,0.13677095250416432,3.044522437723423,NA,NA,0,NA
Alosa pseudoharengus_45.55_-66.52_823,1969.001,1969,001,89,NA,SSB (Thousands),3.07793579101565,LPI,Alosa pseudoharengus,23.5,0.1297421290896348,4.48863636973214,1.4441139320087166,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1970.001,1970,001,68,NA,SSB (Thousands),3.36419067382815,LPI,Alosa pseudoharengus,23.5,0.1335097283024797,4.219507705176107,-0.2691286645560327,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1971.001,1971,001,326,NA,SSB (Thousands),3.53826293945315,LPI,Alosa pseudoharengus,23.5,0.13585410776603776,5.786897381366708,1.5673896761906008,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1972.001,1972,001,987,NA,SSB (Thousands),3.31975708007815,LPI,Alosa pseudoharengus,23.5,0.13291781262049132,6.894670039433482,1.1077726580667742,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1973.001,1973,001,1150,NA,SSB (Thousands),3.61626586914065,LPI,Alosa pseudoharengus,23.5,0.13691795336720539,7.047517221357296,0.1528471819238142,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1974.001,1974,001,596,NA,SSB (Thousands),3.6099792480469,LPI,Alosa pseudoharengus,23.5,0.13683190528824765,6.39024066706535,-0.6572765542919461,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1975.001,1975,001,779,NA,SSB (Thousands),3.54543457031252,LPI,Alosa pseudoharengus,23.5,0.13595157226199245,6.658011045870748,0.2677703788053982,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1976.001,1976,001,643,NA,SSB (Thousands),3.42196044921877,LPI,Alosa pseudoharengus,23.5,0.13428324314181755,6.466144724237619,-0.1918663216331291,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1977.001,1977,001,299,NA,SSB (Thousands),3.77044067382815,LPI,Alosa pseudoharengus,23.5,0.13904523979997777,5.700443573390687,-0.7657011508469322,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1978.001,1978,001,329,NA,SSB (Thousands),3.72066650390627,LPI,Alosa pseudoharengus,23.5,0.13835487320721968,5.796057750765372,0.09561417737468503,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1979.001,1979,001,334,NA,SSB (Thousands),3.2237487792969,LPI,Alosa pseudoharengus,23.5,0.13164779764155754,5.811140992976701,0.015083242211328951,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1980.001,1980,001,329,NA,SSB (Thousands),3.6125427246094,LPI,Alosa pseudoharengus,23.5,0.13686698632274688,5.796057750765372,-0.015083242211328951,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1981.001,1981,001,327,NA,SSB (Thousands),3.3784118652344,LPI,Alosa pseudoharengus,23.5,0.13369973011314218,5.7899601708972535,-0.00609757986811843,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1982.001,1982,001,526,NA,SSB (Thousands),3.89913330078127,LPI,Alosa pseudoharengus,23.5,0.1408462132617347,6.26530121273771,0.47534104184045667,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1983.001,1983,001,451,NA,SSB (Thousands),3.15703735351565,LPI,Alosa pseudoharengus,23.5,0.130772479346241,6.111467339502679,-0.1538338732350315,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1984.001,1984,001,179,NA,SSB (Thousands),3.46914062500002,LPI,Alosa pseudoharengus,23.5,0.134918290748297,5.187385805840755,-0.9240815336619237,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1985.001,1985,001,586,NA,SSB (Thousands),3.52193603515627,LPI,Alosa pseudoharengus,23.5,0.1356324810376057,6.373319789577012,1.1859339837362572,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1986.001,1986,001,1131,NA,SSB (Thousands),3.2178894042969,LPI,Alosa pseudoharengus,23.5,0.13157068285455598,7.030857476116121,0.6575376865391087,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1987.001,1987,001,1577,NA,SSB (Thousands),3.36150512695315,LPI,Alosa pseudoharengus,23.5,0.13347387845315523,7.3632795869630385,0.33242211084691764,1,0,0
Alosa pseudoharengus_45.55_-66.52_823,1988.001,1988,001,2109,NA,SSB (Thousands),3.43215332031252,LPI,Alosa pseudoharengus,23.5,0.13442018610079717,7.653969180478774,0.29068959351573564,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1968.001,1968,001,21,NA,All Individuals,3.605524,GPDD,Alosa pseudoharengus,23.5,0.13677095685839552,3.044522437723423,NA,NA,0,NA
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1969.001,1969,001,89,NA,All Individuals,3.077936,GPDD,Alosa pseudoharengus,23.5,0.1297421318010423,4.48863636973214,1.4441139320087166,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1970.001,1970,001,68,NA,All Individuals,3.364191,GPDD,Alosa pseudoharengus,23.5,0.1335097326571912,4.219507705176107,-0.2691286645560327,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1971.001,1971,001,326,NA,All Individuals,3.538263,GPDD,Alosa pseudoharengus,23.5,0.1358541085885916,5.786897381366708,1.5673896761906008,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1972.001,1972,001,987,NA,All Individuals,3.319757,GPDD,Alosa pseudoharengus,23.5,0.1329178115561101,6.894670039433482,1.1077726580667742,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1973.001,1973,001,1150,NA,All Individuals,3.616266,GPDD,Alosa pseudoharengus,23.5,0.13691795515890481,7.047517221357296,0.1528471819238142,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1974.001,1974,001,596,NA,All Individuals,3.609979,GPDD,Alosa pseudoharengus,23.5,0.13683190189417466,6.39024066706535,-0.6572765542919461,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1975.001,1975,001,779,NA,All Individuals,3.545435,GPDD,Alosa pseudoharengus,23.5,0.13595157810366143,6.658011045870748,0.2677703788053982,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1976.001,1976,001,643,NA,All Individuals,3.42196,GPDD,Alosa pseudoharengus,23.5,0.1342832371095624,6.466144724237619,-0.1918663216331291,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1977.001,1977,001,299,NA,All Individuals,3.770441,GPDD,Alosa pseudoharengus,23.5,0.13904524433524212,5.700443573390687,-0.7657011508469322,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1978.001,1978,001,329,NA,All Individuals,3.720667,GPDD,Alosa pseudoharengus,23.5,0.13835488007091834,5.796057750765372,0.09561417737468503,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1979.001,1979,001,334,NA,All Individuals,3.223749,GPDD,Alosa pseudoharengus,23.5,0.1316478005470653,5.811140992976701,0.015083242211328951,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1980.001,1980,001,329,NA,All Individuals,3.612543,GPDD,Alosa pseudoharengus,23.5,0.13686699009193504,5.796057750765372,-0.015083242211328951,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1981.001,1981,001,327,NA,All Individuals,3.378412,GPDD,Alosa pseudoharengus,23.5,0.1336997319149546,5.7899601708972535,-0.00609757986811843,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1982.001,1982,001,526,NA,All Individuals,3.899133,GPDD,Alosa pseudoharengus,23.5,0.14084620902534445,6.26530121273771,0.47534104184045667,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1983.001,1983,001,451,NA,All Individuals,3.157037,GPDD,Alosa pseudoharengus,23.5,0.13077247472322925,6.111467339502679,-0.1538338732350315,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1984.001,1984,001,179,NA,All Individuals,3.469141,GPDD,Alosa pseudoharengus,23.5,0.13491829580773276,5.187385805840755,-0.9240815336619237,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1985.001,1985,001,586,NA,All Individuals,3.521936,GPDD,Alosa pseudoharengus,23.5,0.13563248056077248,6.373319789577012,1.1859339837362572,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1986.001,1986,001,1131,NA,All Individuals,3.217889,GPDD,Alosa pseudoharengus,23.5,0.13157067753519414,7.030857476116121,0.6575376865391087,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1987.001,1987,001,1577,NA,All Individuals,3.361505,GPDD,Alosa pseudoharengus,23.5,0.1334738767586623,7.3632795869630385,0.33242211084691764,1,0,0
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1988.001,1988,001,2109,NA,All Individuals,3.432153,GPDD,Alosa pseudoharengus,23.5,0.13442018179515033,7.653969180478774,0.29068959351573564,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1981.001,1981,001,16.3076923076923,NA,Count,4.1755310058594,BioTIME,Ambloplites rupestris,31.2,0.06704126863635392,2.791636917210475,NA,NA,0,NA
Ambloplites rupestris_43.9928_-89.4946,1982.001,1982,001,29.7,NA,Count,4.0573669433594,BioTIME,Ambloplites rupestris,31.2,0.06625374379070503,3.391147045808654,0.5995101285981788,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1983.001,1983,001,27.8,NA,Count,4.49212036132815,BioTIME,Ambloplites rupestris,31.2,0.06919767855133954,3.3250360206965914,-0.06611102511206246,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1984.001,1984,001,40.3076923076923,NA,Count,4.76918945312502,BioTIME,Ambloplites rupestris,31.2,0.07114173994734335,3.6965423268595052,0.3715063061629138,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1985.001,1985,001,21.9375,NA,Count,4.72646484375002,BioTIME,Ambloplites rupestris,31.2,0.07083843802656761,3.0881975012260847,-0.6083448256334205,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1986.001,1986,001,18.875,NA,Count,5.25325927734377,BioTIME,Ambloplites rupestris,31.2,0.07467020920091008,2.9378382951350885,-0.15035920609099618,1,1,1
Ambloplites rupestris_43.9928_-89.4946,1987.001,1987,001,26.4166666666667,NA,Count,4.38042602539065,BioTIME,Ambloplites rupestris,31.2,0.06842908007136506,3.2739951240892817,0.3361568289541932,1,5,4
Ambloplites rupestris_43.9928_-89.4946,1988.001,1988,001,32.5342000007333,NA,Count,4.79897460937502,BioTIME,Ambloplites rupestris,31.2,0.07135395261384968,3.482291843762918,0.20829671967363605,1,9,4
Ambloplites rupestris_43.9928_-89.4946,1989.001,1989,001,23.875,NA,Count,4.75869140625002,BioTIME,Ambloplites rupestris,31.2,0.07106709420385095,3.172831886366794,-0.30945995739612364,1,0,-9
Ambloplites rupestris_43.9928_-89.4946,1990.001,1990,001,22.7857142857143,NA,Count,3.18230590820315,BioTIME,Ambloplites rupestris,31.2,0.06070255987841275,3.1261337731695864,-0.046698113197207736,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1991.001,1991,001,29.4375,NA,Count,3.73153076171877,BioTIME,Ambloplites rupestris,31.2,0.06412974873871886,3.3822693717766366,0.25613559860705015,1,1,1
Ambloplites rupestris_43.9928_-89.4946,1992.001,1992,001,25.4375,NA,Count,5.35646972656252,BioTIME,Ambloplites rupestris,31.2,0.07544487458582667,3.236224463202814,-0.14604490857382268,1,0,-1
Ambloplites rupestris_43.9928_-89.4946,1993.001,1993,001,20.3571428571429,NA,Count,5.29750976562502,BioTIME,Ambloplites rupestris,31.2,0.07500136066296717,3.013431850653394,-0.22279261254941973,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1994.001,1994,001,23.8125,NA,Count,3.34163818359377,BioTIME,Ambloplites rupestris,31.2,0.06167749387448629,3.1702106528869196,0.15677880223352547,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1995.001,1995,001,30.75,NA,Count,3.32698974609377,BioTIME,Ambloplites rupestris,31.2,0.061587212123541527,3.4258899942525267,0.2556793413656071,1,2,2
Ambloplites rupestris_43.9928_-89.4946,1996.001,1996,001,27.7894736842105,NA,Count,4.59761962890627,BioTIME,Ambloplites rupestris,31.2,0.06993157345367962,3.3246573045398202,-0.10123268971270649,1,0,-2
Ambloplites rupestris_43.9928_-89.4946,1997.001,1997,001,17.6666666666667,NA,Count,0.100061035156273,BioTIME,Ambloplites rupestris,31.2,0.0446012275637332,2.871679624884014,-0.45297767965580604,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1998.001,1998,001,35.3333333333333,NA,Count,0.100061035156273,BioTIME,Ambloplites rupestris,31.2,0.0446012275637332,3.5648268054439565,0.6931471805599423,1,0,0
Ambloplites rupestris_43.9928_-89.4946,1999.001,1999,001,22.8823529411765,NA,Count,3.6668640136719,BioTIME,Ambloplites rupestris,31.2,0.06371638050779563,3.1303659995622315,-0.434460805881725,1,0,0
Ambloplites rupestris_43.9928_-89.4946,2000.001,2000,001,18.5,NA,Count,2.57424316406252,BioTIME,Ambloplites rupestris,31.2,0.05712144386088367,2.917770732084279,-0.21259526747795254,1,0,0
Ambloplites rupestris_43.9928_-89.4946,2001.001,2001,001,27.2857142857143,NA,Count,3.29073486328127,BioTIME,Ambloplites rupestris,31.2,0.06136433267525701,3.306363278991317,0.38859254690703793,1,2,2
Ambystoma tigrinum_33.27806_-81.72944_918,1979.001,1979,001,0,NA,Number of breeding females,15.80195,LPI,Ambystoma tigrinum,33.5,0.1703662069968968,-Inf,NA,NA,0,NA
Ambystoma tigrinum_33.27806_-81.72944_918,1980.001,1980,001,0,NA,Number of breeding females,6.400159,LPI,Ambystoma tigrinum,33.5,0.06653786465865426,-Inf,NA,1,2,2
Ambystoma tigrinum_33.27806_-81.72944_918,1981.001,1981,001,5,NA,Number of breeding females,7.261075,LPI,Ambystoma tigrinum,33.5,0.0725200285072903,1.6094379124341003,Inf,1,0,-2
Ambystoma tigrinum_33.27806_-81.72944_918,1982.001,1982,001,10,NA,Number of breeding females,7.746551,LPI,Ambystoma tigrinum,33.5,0.07612756187408384,2.302585092994046,0.6931471805599456,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1983.001,1983,001,15,NA,Number of breeding females,5.795985,LPI,Ambystoma tigrinum,33.5,0.06263685099720137,2.70805020110221,0.40546510810816416,1,7,7
Ambystoma tigrinum_33.27806_-81.72944_918,1984.001,1984,001,120,NA,Number of breeding females,0.3269625,LPI,Ambystoma tigrinum,33.5,0.036250440356127324,4.787491742782046,2.0794415416798357,1,0,-7
Ambystoma tigrinum_33.27806_-81.72944_918,1985.001,1985,001,30,NA,Number of breeding females,18.33993,LPI,Ambystoma tigrinum,33.5,0.219586949416355,3.4011973816621555,-1.3862943611198904,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1986.001,1986,001,430,NA,Number of breeding females,8.319753,LPI,Ambystoma tigrinum,33.5,0.08061869568320221,6.063785208687608,2.6625878270254524,1,10,10
Ambystoma tigrinum_33.27806_-81.72944_918,1987.001,1987,001,400,NA,Number of breeding females,5.531197,LPI,Ambystoma tigrinum,33.5,0.06100006800337627,5.991464547107982,-0.07232066157962613,1,0,-10
Ambystoma tigrinum_33.27806_-81.72944_918,1988.001,1988,001,310,NA,Number of breeding females,11.70942,LPI,Ambystoma tigrinum,33.5,0.11314806593255779,5.736572297479192,-0.25489224962878954,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1989.001,1989,001,450,NA,Number of breeding females,13.67505,LPI,Ambystoma tigrinum,33.5,0.13772518394884964,6.1092475827643655,0.37267528528517335,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1990.001,1990,001,600,NA,Number of breeding females,10.53576,LPI,Ambystoma tigrinum,33.5,0.1006180111565821,6.396929655216146,0.2876820724517808,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1991.001,1991,001,380,NA,Number of breeding females,9.289696,LPI,Ambystoma tigrinum,33.5,0.08883003981366175,5.940171252720432,-0.45675840249571475,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1992.001,1992,001,20,NA,Number of breeding females,6.342398,LPI,Ambystoma tigrinum,33.5,0.06615464312700552,2.995732273553991,-2.9444389791664407,1,0,0
Ambystoma tigrinum_33.27806_-81.72944_918,1993.001,1993,001,320,NA,Number of breeding females,14.23539,LPI,Ambystoma tigrinum,33.5,0.14566278798710158,5.768320995793772,2.772588722239781,1,1,1
Ambystoma tigrinum_33.27806_-81.72944_918,1994.001,1994,001,400,NA,Number of breeding females,2.954397,LPI,Ambystoma tigrinum,33.5,0.04714344518657963,5.991464547107982,0.2231435513142097,1,0,-1
Anaxyrus americanus_43.06917_-89.40861_4827,1984.001,1984,001,1.9,NA,number of frogs,-8.553953,LPI,Anaxyrus americanus,38.3,0.009229085633507564,0.6418538861723947,NA,NA,0,NA
Anaxyrus americanus_43.06917_-89.40861_4827,1985.001,1985,001,1.75,NA,number of frogs,-8.218961,LPI,Anaxyrus americanus,38.3,0.009543489354177547,0.5596157879354227,-0.08223809823697203,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1986.001,1986,001,1.75,NA,number of frogs,-10.89105,LPI,Anaxyrus americanus,38.3,0.0073056664931619416,0.5596157879354227,0,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1987.001,1987,001,1.75,NA,number of frogs,-0.9836992,LPI,Anaxyrus americanus,38.3,0.0196757194232055,0.5596157879354227,0,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1988.001,1988,001,1.9,NA,number of frogs,-16.1971,LPI,Anaxyrus americanus,38.3,0.004297550799789738,0.6418538861723947,0.08223809823697203,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1989.001,1989,001,1.85,NA,number of frogs,-6.103118,LPI,Anaxyrus americanus,38.3,0.011792261119457607,0.6151856390902335,-0.0266682470821612,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1990.001,1990,001,1.8,NA,number of frogs,-4.378462,LPI,Anaxyrus americanus,38.3,0.014011929570917315,0.5877866649021191,-0.027398974188114433,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1991.001,1991,001,1.6,NA,number of frogs,-11.13276,LPI,Anaxyrus americanus,38.3,0.007131198258361376,0.47000362924573563,-0.11778303565638343,1,0,0
Anaxyrus americanus_43.06917_-89.40861_4827,1992.001,1992,001,1.7,NA,number of frogs,-1.329356,LPI,Anaxyrus americanus,38.3,0.019007234673530302,0.5306282510621704,0.06062462181643474,1,0,0
